measurement_id,measurement_type,protocol_id,comparable_group,model_id,model_family,model_variant,model_status,run_id,run_complete,checkpoint_path,checkpoint_step,training_step,epoch,evaluation_label,sampler,block_size,point,discretize,nfe,forwards_per_sequence,n_samples,seed,source_file,frontier_integral,gen_ppl,gen_ppl_seconds,mauve,mauve_seconds,sampling_seconds,token_entropy,total_seconds,validation_event
online_quality::ecld1e4::step44000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,44000.0,,ecld1e4_online_step44000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00044000.json,0.937333041417633,92.8473593092767,74.6790930450079,0.0060632888319476,46.439152879989706,0.6470120809972286,3.572417576594459,122.4066867759684,11.0
online_quality::ecld1e4::step48000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,48000.0,,ecld1e4_online_step48000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00048000.json,0.927693927169704,100.33608932660304,74.90807416301686,0.0064308724563064,32.614191211992875,0.6540240470203571,3.6475842247315033,108.80904746899614,12.0
online_quality::ecld1e4::step52000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,52000.0,,ecld1e4_online_step52000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00052000.json,0.9574032602443644,99.0386180194033,74.97459081799025,0.0053382598730235,42.66001657495508,0.6467447659815662,3.723786395876559,118.89565465395572,13.0
online_quality::ecld1e4::step56000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,56000.0,,ecld1e4_online_step56000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00056000.json,0.9383145121746168,100.4563895775193,74.68168965203222,0.0060324147487048,34.36776380595984,0.6467768850270659,3.446862691905656,110.31879809801468,14.0
online_quality::ecld1e4::step60000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,60000.0,,ecld1e4_online_step60000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00060000.json,0.963592259326708,132.54987070967155,74.93624726997223,0.0051246581613497,38.24087471101666,0.6425617459462956,3.738637903425418,114.46279782999773,15.0
online_quality::ecld1e4::step64000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,64000.0,,ecld1e4_online_step64000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00064000.json,0.9470598088363142,99.2536861453785,74.82313722302206,0.0056734691203399,48.25807377899764,0.6408831009757705,3.494262810217701,124.35040100401966,16.0
online_quality::ecld1e4::step68000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,68000.0,,ecld1e4_online_step68000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00068000.json,0.9399412078918948,99.05253126441325,93.90672702295706,0.0059704433647639,68.73148658499122,1.3771513119572774,3.6325535690326536,164.64621748001082,17.0
online_quality::ecld1e4::step72000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,72000.0,,ecld1e4_online_step72000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00072000.json,0.9213171238396056,108.4485868844186,126.40270707401214,0.0066897445062378,86.32961865101242,1.397995415027253,3.699607078917702,215.40117428201484,18.0
online_quality::ecld1e4::step76000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,76000.0,,ecld1e4_online_step76000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00076000.json,0.9526643659426058,107.0556815677792,75.02013288403396,0.0054950189087978,47.80564064200735,0.6443321849801578,3.65641088313197,124.14348090998828,19.0
online_quality::ecld1e4::step80000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,80000.0,,ecld1e4_online_step80000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00080000.json,0.9489732232490944,121.94812918429903,75.31896009901538,0.0056109196089825,48.73978895205073,0.6463797260075808,3.704925301895451,125.34042837499874,20.0
online_quality::ecld1e4::step84000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,84000.0,,ecld1e4_online_step84000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00084000.json,0.9477855419815532,96.61124087425772,74.71940907504177,0.0056794583077725,47.11721496499376,0.6402256679721177,3.382323926275673,123.1181388979894,21.0
online_quality::ecld1e4::step88000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,88000.0,,ecld1e4_online_step88000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00088000.json,0.9353979031156806,94.77173656779571,74.84135515498929,0.0061420024846756,46.38522982498398,0.6419921669876203,3.556221045251206,122.50316844298504,22.0
online_quality::ecld1e4::step92000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,92000.0,,ecld1e4_online_step92000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00092000.json,0.9645895925976348,94.68684110404922,75.13586197601398,0.0050937430761399,50.73734148399672,0.644177095964551,3.580470063961323,127.14451520895818,23.0
online_quality::ecld1e4::step96000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,96000.0,,ecld1e4_online_step96000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00096000.json,0.9470745425329724,102.35320275158004,74.70460915198782,0.0056891308534655,49.1400474460097,0.6480280109681189,3.586829637024141,125.1769948840374,24.0
online_quality::ecld1e4::step100000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e4_384x6_s12345,ECLD,lr1e-4_fixed_reduction,run_completed_100k_only_step20k_weights_saved,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345,True,,,100000.0,,ecld1e4_online_step100000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e4_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00100000.json,0.9312521628544824,116.15907283784895,74.62470567901619,0.0062945803978198,49.6229748869664,0.6463570040068589,3.763872797350267,125.54836974700449,25.0
online_quality::ecld1e3::step4000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e3_384x6_s12345,ECLD,lr1e-3_failed_ablation,failed_degenerate_partial_progress16260_checkpoint8k,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345,False,,,4000.0,,ecld1e3_online_step4000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00004000.json,1.0,6.038053802433796,31.71526939200703,0.0040720962619612,44.862920067011146,0.6936096440185793,0.0,77.94885142397834,1.0
online_quality::ecld1e3::step8000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e3_384x6_s12345,ECLD,lr1e-3_failed_ablation,failed_degenerate_partial_progress16260_checkpoint8k,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345,False,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345/checkpoints/best.ckpt,8000.0,8000.0,,ecld1e3_online_step8000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00008000.json,1.0,6.232091022103647,30.287096077983733,0.0040720962619612,41.52893117198255,0.6188755229813978,0.0,72.92283264599973,2.0
online_quality::ecld1e3::step12000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e3_384x6_s12345,ECLD,lr1e-3_failed_ablation,failed_degenerate_partial_progress16260_checkpoint8k,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345,False,,,12000.0,,ecld1e3_online_step12000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00012000.json,1.0,6.351631665445869,30.4259361269942,0.0040720962619612,44.87065998400794,0.6193690860236529,0.1012491517955911,76.50030895200325,3.0
online_quality::ecld1e3::step16000,online_quality_curve,ecld_online_nfe1_v1,ecld_online_quality_nfe1,gpt2_ecld_lr1e3_384x6_s12345,ECLD,lr1e-3_failed_ablation,failed_degenerate_partial_progress16260_checkpoint8k,2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345,False,,,16000.0,,ecld1e3_online_step16000,full_cfm,,online_quality_nfe1,,1.0,1.0,512.0,0.0,logs/train/2026-08-01_tinystories_ecld_fixed_ddp2_lr1e3_warmup500_ecld1x1_384x6x6_seed12345/quality_eval/metrics-step=00016000.json,1.0,14.18182377054956,30.4946921679948,0.0040720962619612,39.008897368010366,0.6240188099909574,0.0067385646724243,70.71911177699803,4.0
